Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,ID,Document Type,Publication Stage,Access Type,Source,EID,Coder
"Ionas A.C., Ballesteros Gómez A., Uchida N., Suzuki G., Kajiwara N., Takata K., Takigami H., Leonards P.E.G., Covaci A.",36767907500;22833537800;56239144800;35235229700;7004689626;56239826200;6701657833;6603861212;7007134174;,"Comprehensive characterisation of flame retardants in textile furnishings by ambient high resolution mass spectrometry, gas chromatography-mass spectrometry and environmental forensic microscopy",2015,Environmental Research,142,,,712,719,,17,10.1016/j.envres.2015.09.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941962063&doi=10.1016%2fj.envres.2015.09.012&partnerID=40&md5=7ef8d351ec53678476ed927eb7db6ac6,"Toxicological Centre, University of Antwerp, Universiteitsplein 1, Wilrijk, 2610, Belgium; Institute for Environmental Studies, VU University, de Boelelaan 1085, HV Amsterdam, 1081, Netherlands; Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki, 305-8506, Japan","Ionas, A.C., Toxicological Centre, University of Antwerp, Universiteitsplein 1, Wilrijk, 2610, Belgium, Institute for Environmental Studies, VU University, de Boelelaan 1085, HV Amsterdam, 1081, Netherlands; Ballesteros Gómez, A., Institute for Environmental Studies, VU University, de Boelelaan 1085, HV Amsterdam, 1081, Netherlands; Uchida, N., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki, 305-8506, Japan; Suzuki, G., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki, 305-8506, Japan; Kajiwara, N., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki, 305-8506, Japan; Takata, K., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki, 305-8506, Japan; Takigami, H., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki, 305-8506, Japan; Leonards, P.E.G., Institute for Environmental Studies, VU University, de Boelelaan 1085, HV Amsterdam, 1081, Netherlands; Covaci, A., Toxicological Centre, University of Antwerp, Universiteitsplein 1, Wilrijk, 2610, Belgium",Flame retardants; Home furnishings; Mass spectrometry; PBDEs; PFRs; Textiles,decabromodiphenyl ether; halogen; organophosphate; polybrominated diphenyl ether; polymer; flame retardant; environmental research; gas chromatography; ionization; mass spectrometry; microscopy; PBDE; polymer; quantitative analysis; textile industry; Article; Belgium; mass fragmentography; mass spectrometry; microscopy; priority journal; textile; time of flight mass spectrometry; analysis; forensic science; mass fragmentography; microscopy; procedures; textile; Belgium; Flame Retardants; Forensic Sciences; Gas Chromatography-Mass Spectrometry; Mass Spectrometry; Microscopy; Textiles,,Article,Final,,Scopus,2-s2.0-84941962063,2016
"Suga K., Narita Y., Suzuki S.",56040859000;56040766100;8654989200;,A simple solubility tests for the discrimination of acrylic and modacrylic fibers,2014,Journal of Forensic Sciences,59,3,,750,753,,1,10.1111/1556-4029.12370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899074413&doi=10.1111%2f1556-4029.12370&partnerID=40&md5=e0f8a27058c33aec7a6e94a856cd5e1b,"Forensic Science Laboratory, Kagawa Prefecture Police H.Q., 4-1-10 Bancho, Takamatsu-shi, Kagawa Prefecture, 760-857, Japan; Forensic Science Laboratory, Hakodate branch of Hokkaido Prefecture Police H.Q., 15-5 Goryokaku-cho, Hakodate-shi, Hokkaido, 040-8511, Japan; National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa-shi, Chiba-prefecture, 277-0882, Japan","Suga, K., Forensic Science Laboratory, Kagawa Prefecture Police H.Q., 4-1-10 Bancho, Takamatsu-shi, Kagawa Prefecture, 760-857, Japan; Narita, Y., Forensic Science Laboratory, Hakodate branch of Hokkaido Prefecture Police H.Q., 15-5 Goryokaku-cho, Hakodate-shi, Hokkaido, 040-8511, Japan; Suzuki, S., National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa-shi, Chiba-prefecture, 277-0882, Japan","Acrylic fiber; Dissolution test; Fiber; Forensic science; Modacrylic; N,N-dimethylformamide; Trace physical evidence",,,Article,Final,,Scopus,2-s2.0-84899074413,2016
"Fei J., Yang J., Zhou H., Tang M., Lu W., Yan A., Hou Y., Zhang S.",55659659000;57192453014;57198956380;36832160500;56029309200;56030175100;56030102700;57215375310;,A novel method for identifying shahtoosh,2014,Journal of Forensic Sciences,59,3,,723,728,,4,10.1111/1556-4029.12374,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899096995&doi=10.1111%2f1556-4029.12374&partnerID=40&md5=46bf7d67615af2ab5a0ca8ba71592cec,"Shanghai Entry-exit Inspection and Quarantine Bureau, Shanghai, P.R.C., No. 1208, Minsheng Road, Pudong New Area, Shanghai, China; Beijing Entry-exit Inspection and Quarantine Bureau, Beijing, P.R.C., No. 6 Tianshuiyuan Road, Chaoyang District, Beijing, China; School of Radiation Medicine and Protection, Medical College of Soochow University, No. 199, Renai Road, Suzhou Industrial District, Suzhou, Jiangsu Province, China","Fei, J., Shanghai Entry-exit Inspection and Quarantine Bureau, Shanghai, P.R.C., No. 1208, Minsheng Road, Pudong New Area, Shanghai, China; Yang, J., Shanghai Entry-exit Inspection and Quarantine Bureau, Shanghai, P.R.C., No. 1208, Minsheng Road, Pudong New Area, Shanghai, China; Zhou, H., Shanghai Entry-exit Inspection and Quarantine Bureau, Shanghai, P.R.C., No. 1208, Minsheng Road, Pudong New Area, Shanghai, China; Tang, M., Shanghai Entry-exit Inspection and Quarantine Bureau, Shanghai, P.R.C., No. 1208, Minsheng Road, Pudong New Area, Shanghai, China; Lu, W., Shanghai Entry-exit Inspection and Quarantine Bureau, Shanghai, P.R.C., No. 1208, Minsheng Road, Pudong New Area, Shanghai, China; Yan, A., Beijing Entry-exit Inspection and Quarantine Bureau, Beijing, P.R.C., No. 6 Tianshuiyuan Road, Chaoyang District, Beijing, China; Hou, Y., Beijing Entry-exit Inspection and Quarantine Bureau, Beijing, P.R.C., No. 6 Tianshuiyuan Road, Chaoyang District, Beijing, China; Zhang, S., School of Radiation Medicine and Protection, Medical College of Soochow University, No. 199, Renai Road, Suzhou Industrial District, Suzhou, Jiangsu Province, China",DNA; Forensic science; Shahtoosh; Species identify; TaqMan polymerase chain reaction; Tibetan antelope,"DNA probe; mitochondrial DNA; primer DNA; ribosome RNA; RNA, ribosomal, 12S; animal; antelope; DNA fingerprinting; DNA probe; environmental protection; genetics; microscopy; procedures; real time polymerase chain reaction; species difference; ultrastructure; wool; Animals; Antelopes; Conservation of Natural Resources; DNA Fingerprinting; DNA Primers; DNA Probes; DNA, Mitochondrial; Microscopy; Real-Time Polymerase Chain Reaction; RNA, Ribosomal; Species Specificity; Wool",,Article,Final,,Scopus,2-s2.0-84899096995,2016
"Paolella S., Bencivenni M., Lambertini F., Prandi B., Faccini A., Tonetti C., Vineis C., Sforza S.",55317763300;36336759300;55257227300;54941575000;8427956000;35085597900;6701745106;6701510269;,Identification and quantification of different species in animal fibres by LC/ESI-MS analysis of keratin-derived proteolytic peptides,2013,Journal of Mass Spectrometry,48,8,,919,926,,12,10.1002/jms.3222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881111892&doi=10.1002%2fjms.3222&partnerID=40&md5=bef4c58e14a6af2bbb2abac374bc9413,"Department of Food Science, University Campus, University of Parma, Parco Area delle Scienze 95a, I-43124, Parma, Italy; Interdipartimental Center for Measurements, University of Parma, Parma, Italy; CNR-ISMAC, Institute for Macromolecular Studies, Biella, Italy","Paolella, S., Department of Food Science, University Campus, University of Parma, Parco Area delle Scienze 95a, I-43124, Parma, Italy; Bencivenni, M., Department of Food Science, University Campus, University of Parma, Parco Area delle Scienze 95a, I-43124, Parma, Italy; Lambertini, F., Department of Food Science, University Campus, University of Parma, Parco Area delle Scienze 95a, I-43124, Parma, Italy; Prandi, B., Department of Food Science, University Campus, University of Parma, Parco Area delle Scienze 95a, I-43124, Parma, Italy; Faccini, A., Interdipartimental Center for Measurements, University of Parma, Parma, Italy; Tonetti, C., CNR-ISMAC, Institute for Macromolecular Studies, Biella, Italy; Vineis, C., CNR-ISMAC, Institute for Macromolecular Studies, Biella, Italy; Sforza, S., Department of Food Science, University Campus, University of Parma, Parco Area delle Scienze 95a, I-43124, Parma, Italy",animal fibres; enzymatic digestion; LC/ESI-MS; peptide markers; wool identification,"Animal fibre; Electrospray mass spectrometry; Enzymatic digestions; High resolution mass spectrometry; LC/ESI-MS; Species determination; Species-specific markers; Technological treatment; Keratin; Liquid chromatography; Mass spectrometry; Textile fibers; Wool; Yarn; Peptides; keratin; peptide; trypsin; amino acid sequence; article; electrospray mass spectrometry; liquid chromatography; nonhuman; peptide analysis; priority journal; proteomics; qualitative analysis; quantitative analysis; sensitivity and specificity; sheep; species difference; wool; yak; animal fibres; enzymatic digestion; LC/ESI-MS; peptide markers; wool identification; Amino Acid Sequence; Animals; Cattle; Chromatography, High Pressure Liquid; Goats; Keratins; Molecular Sequence Data; Peptide Fragments; Proteomics; Reproducibility of Results; Sensitivity and Specificity; Sheep; Spectrometry, Mass, Electrospray Ionization; Trypsin; Wool",,Article,Final,,Scopus,2-s2.0-84881111892,2016
"Tridico S.R., Houck M.M., Kirkbride K.P., Smith M.E., Yates B.C.",34267883800;7006244647;56337473100;57198459921;37022045600;,"Morphological identification of animal hairs: Myths and misconceptions, possibilities and pitfalls",2014,Forensic Science International,238,,,101,107,,14,10.1016/j.forsciint.2014.02.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897384316&doi=10.1016%2fj.forsciint.2014.02.023&partnerID=40&md5=0e0f0866234497898ffde637060fba73,"Australian Wildlife Forensic Laboratory, Veterinary and Life Sciences, Murdoch University, Perth, WA, 6150, Australia; Department of Forensic Sciences, Consolidated Forensic Laboratory, 401 E Street SW, Washington, DC 20024, United States; School of Chemical and Physical Sciences, Flinders University, GPO Box 2100, Adelaide, SA, 5001, Australia; Morphology National Fish and Wildlife Forensics Laboratory, 1490 East Main Street, Ashland, OR 97520, United States","Tridico, S.R., Australian Wildlife Forensic Laboratory, Veterinary and Life Sciences, Murdoch University, Perth, WA, 6150, Australia; Houck, M.M., Department of Forensic Sciences, Consolidated Forensic Laboratory, 401 E Street SW, Washington, DC 20024, United States; Kirkbride, K.P., School of Chemical and Physical Sciences, Flinders University, GPO Box 2100, Adelaide, SA, 5001, Australia; Smith, M.E., Morphology National Fish and Wildlife Forensics Laboratory, 1490 East Main Street, Ashland, OR 97520, United States; Yates, B.C., Morphology National Fish and Wildlife Forensics Laboratory, 1490 East Main Street, Ashland, OR 97520, United States",Animal hairs; Human hairs; Microscopy; Morphology; SWGWILD; Wildlife forensic,"accreditation; article; awareness; cat; DNA determination; dog; forensic identification; hair analysis; human; literature; microscopy; morphology; nomenclature; nonhuman; practice guideline; priority journal; reliability; taxonomy; animal; book; forensic science; hair; light; photography; professional competence; scanning electron microscopy; species difference; ultrastructure; Animals; Forensic Sciences; Hair; Humans; Light; Microscopy; Microscopy, Electron, Scanning; Photography; Professional Competence; Reference Books; Species Specificity; Terminology as Topic",,Article,Final,,Scopus,2-s2.0-84897384316,2016
Hess S.,,Collaborative Exercise 2015 results,2015,"Proceedings of the 23rd ENFSI Textile & Hair Group Meeting, Newcastle",,,,,,,,,,,,,,,Proceedings,,,,,2016
"Haugan E., Holst B.",55847448200;7005868129;,Determining the fibrillar orientation of bast fibres with polarized light microscopy: The modified Herzog test (red plate test) explained,2013,Journal of Microscopy,252,2,,159,168,,16,10.1111/jmi.12079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885847059&doi=10.1111%2fjmi.12079&partnerID=40&md5=c3ae1fa871945e853f2c51fbb0a3ccd9,"Department of Physics and Technology, University of Bergen, Bergen, Norway","Haugan, E., Department of Physics and Technology, University of Bergen, Bergen, Norway; Holst, B., Department of Physics and Technology, University of Bergen, Bergen, Norway",Fibrillar orientation; Herzog test; Plant fibre identification; Polarized light microscopy; Red plate test,"analytic method; analyzer; article; bast fiber; birefringence; cell wall; cotton; herzog test; nonhuman; plant cell; polarization microscopy; priority journal; refraction index; textile fiber; Fibrillar orientation; Herzog test; plant fibre identification; polarized light microscopy; red plate test; Algorithms; Cell Wall; Microfibrils; Microscopy, Polarization; Plants; Textiles",,Article,Final,,Scopus,2-s2.0-84885847059,2016
Jochem G.,,Collaborative Exercise 2014 results,2014,"Proceedings of the 22nd ENFSI Textile & Hair Group Meeting, Düsseldorf",,,,,,,,,,,,,,,Proceedings,,,,,2016
Morgan S.L.,,Evaluation of Statistical Measures for Fiber Comparisons: Interlaboratory Studies and Forensic Databases,2014,U.S. Department of Justice,,,,248386,,,,,https://www.ncjrs.gov/pdffiles1/nij/grants/248386.pdf,,,,,,Report,,,,,2016
,,Worldwide Manufactured Fiber Production,2014,Fiber Economics Bureau,,,,,,,,,http://www.fibersource.com/f-info/FiberProduction.pdf,,,,,,Website,,,,,2016
Phan K.-H.,,Animal fibres,2014,"Proceedings of the 22nd ENFSI Textile & Hair Group Meeting, Düsseldorf",,,,,,,,,,,,,,,Proceedings,,,,,2016
Krzysko J.,,Insight Denim-Dyeing with Indigo in Denim Production,2014,"Proceedings of the 22nd ENFSI Textile & Hair Group Meeting, Düsseldorf",,,,,,,,,,,,,,,Proceedings,,,,,2016
Batchelor S.N.,7006083032;,New insights into dye chemistry and physics,2015,Coloration Technology,131,2,,81,93,,2,10.1111/cote.12138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925164118&doi=10.1111%2fcote.12138&partnerID=40&md5=bd950e057702d79ae7bcbec6424e9aa7,"Unilever Research Port Sunlight, Bebington, Wirral, Cheshire, CH63 3JW, United Kingdom","Batchelor, S.N., Unilever Research Port Sunlight, Bebington, Wirral, Cheshire, CH63 3JW, United Kingdom",,Azo dyes; Cellulose; Citrus fruits; Electronic structure; Photooxidation; Solutions; Cellulosic material; Detailed modeling; Diffusion measurements; Dye identification; Microviscosities; One-electron reductions; Reduction mechanisms; Substrate structure; Substrates,,Article,Final,,Scopus,2-s2.0-84925164118,2016
Hayward A.,,Factors influencing optical properties fibres,2015,"Proceedings of the 23rd ENFSI Textile & Hair Group Meeting, Newcastle",,,,,,,,,,,,,,,Proceedings,,,,,2016
Gutovska I.,,Artificial Suede,2015,"Proceedings of the 23rd ENFSI Textile & Hair Group Meeting, Newcastle",,,,,,,,,,,,,,,Proceedings,,,,,2016
,,BISFA,,The International Bureau for Standardisation of Man-made Fibres,,,,,,,,,http://www.bisfa.org/,,,,,,Website,,,,,2016
,,CIRFS,,European Man-made Fibres Association,,,,,,,,,http://www.cirfs.org/,,,,,,Website,,,,,2016
,,Textile World. Textile Industries Media Group,,,,,,,,,,,http://www.textileworld.com/,,,,,,Website,,,,,2016
Kiekens P.,,New developments in textile industry,2016,Personal communication,,,,,,,,,,,,,,,Communication,,,,,2016
Chisnall R.C.,23024050500;,Structural recognition and nomenclature standardization in forensic knot analysis,2016,Science and Justice,56,4,,282,301,,1,10.1016/j.scijus.2016.04.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974577321&doi=10.1016%2fj.scijus.2016.04.002&partnerID=40&md5=a14bcb14c06aeeea8b919641eec987ed,"60 Dauphin Avenue, Kingston, ON  K7K 6B1, Canada","Chisnall, R.C., 60 Dauphin Avenue, Kingston, ON  K7K 6B1, Canada",Chirality; Forensic; Knots; Nomenclature; Structure; Topology,chirality; forensic identification; forensic knot analysis; forensic science; human; nomenclature; Review; standardization; textile industry,,Review,Final,,Scopus,2-s2.0-84974577321,2016
,,ENFSI Guideline for Evaluative Reporting in Forensic Science,2015,European Network of Forensic Science Institutes,,,,,,,,,http://enfsi.eu/sites/default/files/documents/external_publications/m1_guideline.pdf,,,,,,Report,,,,,2016
"Marquis R., Biedermann A., Cadola L., Champod C., Gueissaz L., Massonnet G., Mazzella W.D., Taroni F., Hicks T.",8326464900;7004542967;55858546800;6603229803;35762616000;6603429626;6602665543;57203030918;7102917975;,"Discussion on how to implement a verbal scale in a forensic laboratory: Benefits, pitfalls and suggestions to avoid misunderstandings",2016,Science and Justice,56,5,,364,370,,21,10.1016/j.scijus.2016.05.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976482599&doi=10.1016%2fj.scijus.2016.05.009&partnerID=40&md5=5566e33fab5c692f5d0b853a021e5bce,"School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland","Marquis, R., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Biedermann, A., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Cadola, L., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Champod, C., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Gueissaz, L., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Massonnet, G., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Mazzella, W.D., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Taroni, F., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland; Hicks, T., School of Criminal Justice, University of Lausanne, 1015 Dorigny, Switzerland",Interpretation; Likelihood ratio; Probative value; Statement; Verbal scale,court; human; human experiment; monitoring; probability; recipient; scientist; statistical model; forensic science; interpersonal communication; nomenclature; Communication; Forensic Sciences; Humans; Likelihood Functions; Terminology as Topic,,Note,Final,,Scopus,2-s2.0-84976482599,2016
Johansson S.,,Evidence evaluation at NFC,2015,"Proceedings of the 23rd ENFSI Textile & Hair Group Meeting, Newcastle",,,,,,,,,,,,,,,Proceedings,,,,,2016
Palmer R.,,,2015,"Proceedings of the 23rd ENFSI Textile & Hair Group Meeting, Newcastle",,,,,,,,,,,,,,,Proceedings,,,,,2016
Palmer R.,,Fibres under fire: the CAI and Bayesian Framework,2015," Proceedings of the 7th European Academy of Forensic Science Conference, Praha",,,,,,,,,,,,,,,Proceedings,,,,,2016
Palmer R.,,The evaluation of fibre evidence in the investigation of serious crime,2016,,,,,,,,,,,,,,,,Thesis,,,,,2016
"Vooijs C., Vergeer P., van der Weerd J.",56568366700;55934057200;6603650278;,Towards source level evaluation of the evidential value of fibre examinations,2015,Forensic Science International,250,,,57,67,,2,10.1016/j.forsciint.2015.02.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925431061&doi=10.1016%2fj.forsciint.2015.02.009&partnerID=40&md5=4455bbfdc440232d14a9a758fca82fc6,"Netherlands Forensic Institute, P.O. Box 24044, The Hague, 2490AA, Netherlands","Vooijs, C., Netherlands Forensic Institute, P.O. Box 24044, The Hague, 2490AA, Netherlands; Vergeer, P., Netherlands Forensic Institute, P.O. Box 24044, The Hague, 2490AA, Netherlands; van der Weerd, J., Netherlands Forensic Institute, P.O. Box 24044, The Hague, 2490AA, Netherlands",Discrimination power; Discrimination study; Fiber evidence; Likelihood ratio LR; Match; Numerical evaluation; Population study,accuracy; Article; crime; discriminant analysis; forensic fiber examination; forensic identification; glove; legal evidence; priority journal; probability; protective clothing; statistical model; textile fiber; validation process,,Article,Final,,Scopus,2-s2.0-84925431061,2016
