Title	ACRYLIC	ANALYSIS	BAYESIAN APPROACH	BLOOD	CAPILLARY ELECTROPHORESIS (CE)	CLOTHING	COLOUR	COMPARISON	COTTON	CRIMINALISTIC	DATABASE	DEGRADATION	DICHROISM	DISPERSE DYES	DYE	EVIDENTIAL VALUE	FIBRE	FIBRE ANALYSIS	FIBRE EVIDENCE	FIBRE EXAMINATION	FIBRE IDENTIFICATION	FIBRE RECOVERY	FIBRE TRANSFER	FINGERPRINTS	FLUORESCENCE	FORENSIC ANALYSIS	FORENSIC SCIENCE	FOURIER-TRANSFORM INFRARED SPECTROSCOPY (FT-IR)	FREQUENCY	GAS CHROMATOGRAPHY–MASS SPECTROMETRY (GC–MS)	HAIR	HOLLOW-FIBRE LIQUID-PHASE MICROEXTRACTION (HF-LPME)	IDENTIFICATION	INFRARED	INFRARED SPECTROSCOPY (IR)	INK	INTERPRETATION	LIKELIHOOD RATIO	MASS SPECTROMETRY (MS)	MICROSCOPY	MICROSPECTROPHOTOMETRY (MSP)	PAINT	PERSISTENCE	PIGMENTS	POLARIZED LIGHT MICROSCOPY	POLYESTER	PRINCIPAL COMPONENT ANALYSIS (PCA)	RAMAN	REACTIVE DYE	RECOVERY	SCANNING ELECTRON MICROSCOPY (SEM)	SINGLE FIBRE	SOIL	SPECTROPHOTOMETRY	SPECTROSCOPY	STATISTICS	SYNTHETIC FIBRE	TARGET FIBRE STUDY	TEXTILE	TEXTILE FIBRE	THIN-LAYER CHROMATOGRAPHY (TLC)	TRACE EVIDENCE	TRANSFER	URINE	VISCOSE	WOOL
UV-VIS MICROSPECTROPHOTOMETRY AS A METHOD OF DIFFERENTIATION BETWEEN COTTON FIBRE EVIDENCE COLOURED WITH REACTIVE DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UV-VIS MICROSPECTROPHOTOMETRY AS A METHOD OF DIFFERENTIATION BETWEEN COTTON FIBRE EVIDENCE COLOURED WITH REACTIVE DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UV-VIS MICROSPECTROPHOTOMETRY AS A METHOD OF DIFFERENTIATION BETWEEN COTTON FIBRE EVIDENCE COLOURED WITH REACTIVE DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASOMOTOR INNERVATION OF THE HUMAN PIA MATER IN ARTERIAL HYPERTENSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VELCRO: AN IMPORTANT AREA FOR TRACE EVIDENCE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VELCRO: AN IMPORTANT AREA FOR TRACE EVIDENCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VELCRO: AN IMPORTANT AREA FOR TRACE EVIDENCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VELCRO: AN IMPORTANT AREA FOR TRACE EVIDENCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VELCRO: AN IMPORTANT AREA FOR TRACE EVIDENCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
VELCRO: AN IMPORTANT AREA FOR TRACE EVIDENCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAYS OF IDENTIFYING TEXTILE FIBERS AND MATERIALS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAYS OF IDENTIFYING TEXTILE FIBERS AND MATERIALS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAYS OF IDENTIFYING TEXTILE FIBERS AND MATERIALS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAYS OF IDENTIFYING TEXTILE FIBERS AND MATERIALS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WHY DOES RIGOR MORTIS PROGRESS DOWNWARDS?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WHY DOES RIGOR MORTIS PROGRESS DOWNWARDS?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WHY DOES RIGOR MORTIS PROGRESS DOWNWARDS?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"[PMIM]BR@TIO2 NANOCOMPOSITE REINFORCED HOLLOW FIBER SOLID/LIQUID PHASE MICROEXTRACTION: AN EFFECTIVE EXTRACTION TECHNIQUE FOR MEASUREMENT OF BENZODIAZEPINES IN HAIR, URINE AND WASTEWATER SAMPLES COMBINED WITH HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"[PMIM]BR@TIO2 NANOCOMPOSITE REINFORCED HOLLOW FIBER SOLID/LIQUID PHASE MICROEXTRACTION: AN EFFECTIVE EXTRACTION TECHNIQUE FOR MEASUREMENT OF BENZODIAZEPINES IN HAIR, URINE AND WASTEWATER SAMPLES COMBINED WITH HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"[PMIM]BR@TIO2 NANOCOMPOSITE REINFORCED HOLLOW FIBER SOLID/LIQUID PHASE MICROEXTRACTION: AN EFFECTIVE EXTRACTION TECHNIQUE FOR MEASUREMENT OF BENZODIAZEPINES IN HAIR, URINE AND WASTEWATER SAMPLES COMBINED WITH HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"[PMIM]BR@TIO2 NANOCOMPOSITE REINFORCED HOLLOW FIBER SOLID/LIQUID PHASE MICROEXTRACTION: AN EFFECTIVE EXTRACTION TECHNIQUE FOR MEASUREMENT OF BENZODIAZEPINES IN HAIR, URINE AND WASTEWATER SAMPLES COMBINED WITH HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"[PMIM]BR@TIO2 NANOCOMPOSITE REINFORCED HOLLOW FIBER SOLID/LIQUID PHASE MICROEXTRACTION: AN EFFECTIVE EXTRACTION TECHNIQUE FOR MEASUREMENT OF BENZODIAZEPINES IN HAIR, URINE AND WASTEWATER SAMPLES COMBINED WITH HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TITANIUM DIOXIDE IN SYNTHETIC FIBERS USING RAMAN MICROSPECTROSCOPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF ATR-FT-IR SINGLE-FIBER ANALYSIS FOR THE IDENTIFICATION OF A FOREIGN POLYMER IN TEXTILE MATRIX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF ATR-FT-IR SINGLE-FIBER ANALYSIS FOR THE IDENTIFICATION OF A FOREIGN POLYMER IN TEXTILE MATRIX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF ATR-FT-IR SINGLE-FIBER ANALYSIS FOR THE IDENTIFICATION OF A FOREIGN POLYMER IN TEXTILE MATRIX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATTENUATED TOTAL REFLECTION INFRARED SPECTROSCOPY: AN EFFICIENT TECHNIQUE TO QUANTITATIVELY DETERMINE THE ORIENTATION AND CONFORMATION OF PROTEINS IN SINGLE SILK FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK CELLULOSIC FIBRES - A ``BETE NOIRE''?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK CELLULOSIC FIBRES - A ``BETE NOIRE''?	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK CELLULOSIC FIBRES - A ``BETE NOIRE''?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK CELLULOSIC FIBRES - A ``BETE NOIRE''?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK CELLULOSIC FIBRES - A ``BETE NOIRE''?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BLACK CELLULOSIC FIBRES - A ``BETE NOIRE''?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMICAL ANALYSIS OF DYES ON AN UZBEK CEREMONIAL COAT: OBJECTIVE EVIDENCE FOR ARTIFACT DATING AND THE CHEMISTRY OF EARLY SYNTHETIC DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMICAL ANALYSIS OF DYES ON AN UZBEK CEREMONIAL COAT: OBJECTIVE EVIDENCE FOR ARTIFACT DATING AND THE CHEMISTRY OF EARLY SYNTHETIC DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMICAL ANALYSIS OF DYES ON AN UZBEK CEREMONIAL COAT: OBJECTIVE EVIDENCE FOR ARTIFACT DATING AND THE CHEMISTRY OF EARLY SYNTHETIC DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMICAL ANALYSIS OF DYES ON AN UZBEK CEREMONIAL COAT: OBJECTIVE EVIDENCE FOR ARTIFACT DATING AND THE CHEMISTRY OF EARLY SYNTHETIC DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMICAL ANALYSIS OF DYES ON AN UZBEK CEREMONIAL COAT: OBJECTIVE EVIDENCE FOR ARTIFACT DATING AND THE CHEMISTRY OF EARLY SYNTHETIC DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMICAL ANALYSIS OF DYES ON AN UZBEK CEREMONIAL COAT: OBJECTIVE EVIDENCE FOR ARTIFACT DATING AND THE CHEMISTRY OF EARLY SYNTHETIC DYES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELECTROSPUN POLYMER NANOFIBERS PACKED MICRO-COLUMN FOR THE SOLID-PHASE EXTRACTION OF PAPAVERINE IN HUMAN PLASMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELECTROSPUN POLYMER NANOFIBERS PACKED MICRO-COLUMN FOR THE SOLID-PHASE EXTRACTION OF PAPAVERINE IN HUMAN PLASMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
